wn_synset	babelnet_id	pos	lemmata en	lemmata nl	definition	confidence	dist_from_music	dist_from_entity																	
wn:07058296n	bn:00053355n	n	marching_music, march	mars, marsmuziek, marcia, marslied	genre of music written for marching	0,632	2	5	YES																
wn:08249207n	bn:00053366n	n	marching_band	marching_band, showband, dweilorkest, blaaskapel, showkorps, marching_bands	a band that marches (as in a parade) and plays music at the same time	0,471	9	7	YES																
wn:08250409n	bn:00053411n	n	mariachi	mariachi, mariachi_band	a group of street musicians in Mexico	0,484	9	7	YES																
wn:03721384n	bn:00053421n	n	marimba, xylophone	xylofoon, marimba, xylofonist, soort_xylofoon, gyil, xylofoons, marimba's	"a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets"	0,621	13	9	YES																
wn:07049205n	bn:00053539n	n	Marseillaise	marseillaise, volkslied_van_frankrijk, la_marseillaise	the French national anthem	0,262	5	9	YES																
wn:07058468n	bn:00053577n	n	military_march, military_music, martial_music	militaire_muziek, marsmuziek, staf, stafmuziek, militaire_mars, martial_muziek	brisk marching music suitable for troops marching in a military parade	0,463	3	6	YES																
wn:07033753n	bn:00053666n	n	Mass	mis, eucharistieviering	a musical setting for a Mass	0,631	3	6	YES																
wn:11255085n	bn:00053900n	n	Ravel, Maurice_Ravel	maurice_ravel	French composer and exponent of Impressionism (1875-1937)	0,468	12	8	NO																
wn:03732020n	bn:00053910n	n	Mauser	mauser	trademark for a repeating rifle or pistol	0,004	16	12	NO																
wn:07056021n	bn:00053966n	n	mazurka	mazurka	music composed for dancing the mazurka	0,548	2	6	YES																
wn:11167952n	bn:00053977n	n	McCartney, Paul_McCartney, Sir_James_Paul_McCartney	paul_mccartney, mccartney, james_paul_mccartney, sir_james_paul_mccartney	English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942)	0,558	13	9	NO																
wn:03738066n	bn:00054057n	n	mechanical_piano, Pianola, player_piano	pianola, speler_piano, reproduceren_piano, mechanische_piano, player_piano	a mechanically operated piano that uses a roll of perforated paper to activate the keys	0,471	14	10	YES																
wn:07047505n	bn:00054166n	n	medley, potpourri, pastiche	potpourri, medley, rapsodie, mengelmoes, mengeling	a musical composition consisting of a series of songs or other musical pieces from various sources	0,729	2	6	YES																
wn:04983848n	bn:00054256n	n	melodiousness, tunefulness	tunefulness, welluidendheid	the property of having a melody	1	8	6	YES																
wn:05711915n	bn:00054258n	n	melody, tonal_pattern	melodiek, tonale_patroon	the perception of pleasant arrangements of musical notes	0,833	11	9	YES																
wn:15265331n	bn:00054347n	n	meno_mosso	meno_mosso	"played at reduced speed; less rapid"	0,763	8	6	YES																
wn:11175040n	bn:00054396n	n	Menuhin, Yehudi_Menuhin, Sir_Yehudi_Menuhin	yehudi_menuhin, sir_yehudi_menuhin, menuhin	British violinist (born in the United States) who began his career as a child prodigy in the 1920s (1916-1999)	0,395	12	8	NO																
wn:07042405n	bn:00054527n	n	Messiah	messiah, messias	an oratorio composed by Handel in 1742	0,669	4	7	NO																
wn:10311995n	bn:00054558n	n	metalhead	metalhead	a fan of heavy metal music	0,667	10	6	YES																
wn:04991738n	bn:00054612n	n	meter, metre, time	meter, eenvoudige_tijd, polymeter, verbinding_meter, dubbel, verbinding_tijd	rhythm as given by division into parts of equal duration	0,756	8	6	YES																
wn:03757604n	bn:00054669n	n	metronome	metronoom, metronoomaanduiding, Metronom	clicking pendulum indicates the exact tempo of a piece of music	0,401	13	9	YES																
wn:10313441n	bn:00054698n	n	mezzo-soprano, mezzo	mezzosopraan, mezzo-sopraan, mezzo-sopranen	a soprano with a voice between soprano and contralto	0,864	13	9	YES																
wn:06873017n	bn:00054699n	n	mezzo-soprano, mezzo	mezzosopraan	the female singing voice between contralto and soprano	1	5	5	YES																
wn:06861020n	bn:00055200n	n	minor_scale, minor_diatonic_scale	mineur, kleine_tertstoonladder, kleine-tertstoonsoort, harmonisch_mineur, kleine-tertstoonladder, moltoonschaal, kleine_diatonische_schaal, kleine_schaal, mineur_toonladder, melodisch_mineur, natuurlijke_mineur_toonladder, harmonische_mineur_toonladder, melodische_mineur_toonladder	a diatonic scale with notes separated by whole tones except for the 2nd and 3rd and 5th and 6th	0,643	10	10	YES																
wn:07049849n	bn:00055219n	n	minstrelsy	minneliederen	ballads sung by minstrels	1	4	8	YES																
wn:07056113n	bn:00055232n	n	minuet	menuet, menuetto, menuetten	"a stately piece of music composed for dancing the minuet; often incorporated into a sonata or suite"	0,697	2	6	YES																
wn:00084895n	bn:00055273n	n	misappropriation		wrongful borrowing	0,5	10	8	NO																
wn:10322238n	bn:00055297n	n	misfit	buitenbeentje, onaangepaste	someone unable to adapt to their circumstances	0,909	9	5	NO																
wn:00549610n	bn:00055432n	n	parody, mockery, takeoff	persiflage, parodie, parodie_muziek	humorous or satirical mimicry	0,763	11	9	NO																
wn:07063921n	bn:00055474n	n	modern_jazz, new_jazz, neo_jazz	neo_jazz, modern_jazz, nieuwe_jazz, moderne_jazz, nu-jazz, electro-jazz, nu_jazz	any of various styles of jazz that appeared after 1940	0,816	4	7	YES																
wn:11198375n	bn:00055480n	n	Mussorgsky, Moussorgsky, Modest_Mussorgsky, Modest_Moussorgsky, Modest_Petrovich_Mussorgsky, Modest_Petrovich_Moussorgsky	modest_mussorgsky, moussorgsky, modest_moussorgsky, modest_moessorgski, modeste_moussorgsky, modest_moessorgsky, modeste_moessorgsky, moessorgsky, moessorgski, modeste_petrovich_mussorgski, modest_moesorgski, mussorgsky, modest_petrovitsj_moussorgsky, modest_petrovitsj_moessorgski	Russian composer of operas and orchestral works (1839-1881)	0,425	12	8	NO																
wn:07087641n	bn:00055494n	n	transition, modulation	modulatie	a musical passage moving from one key to another	0,875	3	7	YES																
wn:11185500n	bn:00055683n	n	Monk, Thelonious_Monk, Thelonious_Sphere_Monk	thelonious_monk, thelonius_monk, thelonious_sphere_monk	United States jazz pianist who was one of the founders of the bebop style (1917-1982)	0,621	12	8	NO																
wn:07024705n	bn:00055709n	n	monophony, monophonic_music, monody	monofonie, monodie, monofoon, monofone, monofone_muziek, solozang, eenstemmigheid, monodische	music consisting of a single vocal part (usually with accompaniment)	0,575	1	5	YES																
wn:00293125n	bn:00055825n	n	moonwalk	moonwalk, moon-walk	a kind of dance step in which the dancer seems to be sliding on the spot	0,234	12	10	YES																
wn:06269674n	bn:00055871n	n	morceau	morceau	a short literary or musical composition	0,5	2	6	YES																
wn:05931980n	bn:00055965n	n	mosaic		a pattern resembling a mosaic	0	8	6	NO																
wn:07280754n	bn:00055997n	n	motet	motet, motetten	"an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century"	0,642	2	6	YES																
wn:07029682n	bn:00056024n	n	motif, motive	motief, onderwerp, motivatie, muzikaal_motief, muzikaal_idee	a theme that is repeated or elaborated in a piece of music	0,811	3	7	YES																
wn:10335679n	bn:00056139n	n	mouth		a person conceived as a consumer of food	0,25	11	7	NO																
wn:07046339n	bn:00056157n	n	movement	beweging	a major self-contained part of a symphony or sonata	0,902	2	6	YES																
wn:11194355n	bn:00056176n	n	Mozart, Wolfgang_Amadeus_Mozart	wolfgang_amadeus_mozart, wolfgang_mozart, joannes_chrysostomus_wolfgangus_theophilus_mozart, wolfgang_amadeus_mozart:_requiem, w.a._mozart	"prolific Austrian composer and child prodigy; master of the classical style in all its forms of his time (1756-1791)"	0,398	12	8	NO																
wn:07278652n	bn:00056177n	n	Mozart		the music of Mozart	1	1	5	NO																
wn:07215816n	bn:00056193n	n	muckraking	vuilspuiterij	the exposure of scandal (especially about public figures)	0,333	10	8	NO																
wn:03800485n	bn:00056425n	n	musette_pipe	musette_pijp	a small simple oboe	0,5	17	13	YES																
wn:07020895n	bn:00056443n	n	music	muziek, toonkunst	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner	0,428	0	4	YES																
wn:05718935n	bn:00056445n	n	music	muziek, bladmuziek	(music) the sounds produced by singers or musical instruments (or reproductions of such sounds)	1	11	9	YES																
wn:03801353n	bn:00056446n	n	music_box, musical_box	muziekdoos, speeldoos, muziekspeeldoos, speelklok	produces music by means of pins on a revolving cylinder that strike the tuned teeth of a comb-like metal plate	0,229	12	8	YES																
wn:10339856n	bn:00056447n	n	music_critic	muziekcriticus, muziek_kritiek	a critic of musical performances	0,486	11	7	YES																
wn:03801760n	bn:00056453n	n	music_stand, music_rack	muziekstandaard, lessenaar, muzieklessenaar, notenstandaard, muziekstatief	a light stand for holding sheets of printed music	0,521	13	9	YES																
wn:00339173n	bn:00056459n	n	musical_chairs	stoelendans	a rearrangement that has no practical effect or significance	0,5	13	11	YES																
wn:07026920n	bn:00056460n	n	musical_drama	muziekdrama	"opera in which the musical and dramatic elements are equally important; the music is appropriate to the action"	0,8	4	7	YES																
wn:08246613n	bn:00056461n	n	musical_organization, musical_organisation, musical_group	muziekgroep, muziekgezelschap, muzikaal_ensemble, muzikale_groep, muziekensemble, band, bar_band, instrumentaal_ensemble, muziek_ensemble, muzikale_band, solo-project, muzikale_organisatie, pop_rock_band, groep, rock_bands, pop_band, solo-artiest	an organization of musicians who perform together	0,898	7	5	YES																
wn:06814870n	bn:00056462n	n	musical_notation	muzieknotatie, notenschrift, muziekschrift	(music) notation used by musicians	0,496	6	6	YES																
wn:06865345n	bn:00056463n	n	note, musical_note, tone	noot, muzieknoot, muzieknoten, toon, muzikale_noot	a notation representing the pitch and duration of a musical sound	0,465	7	7	YES																
wn:07044917n	bn:00056465n	n	passage, musical_passage	passage, muziekpassage	a short section of a musical composition	0,867	2	6	YES																
wn:05711791n	bn:00056466n	n	musical_perception	muziek_cognitie, muziek_psychologie, muzikale_perceptie	the auditory perception of musical sounds	0,229	10	8	YES																
wn:00100253n	bn:00056467n	n	musical_performance	muzikale_uitvoering, muziekuitvoering	the act of performing music	1	11	9	YES																
wn:07045353n	bn:00056468n	n	phrase, musical_phrase	frase, muzikale_zin, muzikale_frasering, zin	a short musical passage	0,657	3	7	YES																
wn:06856568n	bn:00056469n	n	scale, musical_scale	toonladder, toonladders, schaal	(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)	0,76	7	7	YES																
wn:06815714n	bn:00056470n	n	score, musical_score	partituur, sound-track, soundtrack, filmmuziek, score, muzikale_score	"a written form of a musical composition; parts for different instruments appear on separate staves on large pages"	0,556	3	7	YES																
wn:06864524n	bn:00056473n	n	time_signature, musical_time_signature	maatsoort, samengestelde_maatsoort, vierkwartsmaat, 4/4_beat, muzikale_maatsoort, maatsoorten, 2/4_maat, 4/4_maat, 6/8_maat, wals_tijd, 4/4, 2/4_tijd, 12/8	a musical notation indicating the number of beats to a measure and kind of note that takes a beat	0,829	7	7	YES																
wn:04983402n	bn:00056474n	n	musicality, musicalness	muzikaliteit	the property of sounding like music	0,424	7	5	YES																
wn:10339966n	bn:00056475n	n	musician	componist, toonzetter, toondichter	artist who composes or conducts music as a profession	0,769	10	6	YES																
wn:05643611n	bn:00056490n	n	musketry		the technique of using small arms (especially in battle)	0,333	8	6	NO																
wn:03802973n	bn:00056536n	n	mute	demper, sordina, sourdine, plunjer_mute, harmon_mute, mute, gedempte_trompet	a device used to soften the tone of a musical instrument	0,623	12	8	YES																
wn:10343211n	bn:00056577n	n	mycophagist, mycophage	fungivore, mycophage, fungivorous, mycophagist	a person or animal who eats fungi (especially mushrooms)	0,005	11	7	NO																
wn:04727559n	bn:00056668n	n	mystique	mystiek	an aura of heightened value or interest or meaning surrounding a person or thing	0,25	7	5	NO																
wn:06372680n	bn:00056669n	n	myth	mythe, mythisch, mythes, mythen, legende	"a traditional story accepted as history; serves to explain the world view of a people"	0,006	8	8	NO																
wn:06397307n	bn:00056859n	n	narration		(rhetoric) the second section of an oration in which the facts are set forth	0,5	2	6	NO																
wn:04989362n	bn:00056892n	n	nasality	neusgeluid	a quality of the voice that is produced by nasal resonators	0,047	8	6	YES																
wn:07049055n	bn:00056917n	n	national_anthem	volkslied, lijflied, volksliederen, nationale_lied	a song formally adopted as the anthem for a nation	0,24	4	8	YES																
wn:00084642n	bn:00057009n	n	naturalization, naturalisation		changing the pronunciation of a borrowed word to agree with the borrowers' phonology	0,2	10	8	NO																
wn:07035598n	bn:00057215n	n	spiritual, Negro_spiritual	negro-spiritual, negrospiritual, negro_spirituals, negro_spiritual, spiritual, gospel, spirituals, geestelijk	a kind of religious song originated by Blacks in the southern United States	0,371	4	7	YES																
